,0
1890-12,100.0
1891-12,88.01179105656392
1892-12,95.42173618250325
1893-12,92.29738548098196
1894-12,123.98048277944352
1895-12,117.45509156635745
1896-12,100.30299018534107
1897-12,106.51570280594892
1898-12,110.18413977609032
1899-12,103.85311334184749
1900-12,101.57429475419818
1901-12,87.32609550259289
1902-12,100.47364450144372
1903-12,93.07489238475267
1904-12,101.85435896630196
1905-12,87.2485475278975
1906-12,103.52516731881619
1907-12,109.31652066458435
1908-12,100.81918235205104
1909-12,95.38041378581768
1910-12,93.1106367072284
1911-12,97.54333604485521
1912-12,102.3651618352995
1913-12,95.40856079923094
1914-12,96.97716369789562
1915-12,88.14876379786155
1916-12,93.72485164834045
1917-12,85.00903741862217
1918-12,75.56662106329527
1919-12,70.51379535554898
1920-12,66.07414907003694
1921-12,65.61430847947112
1922-12,74.79619714101761
1923-12,76.35007781532083
1924-12,74.28697788319552
1925-12,78.16282020753616
1926-12,72.4906015524438
1927-12,71.38030121096247
1928-12,73.28212987318126
1929-12,72.61432987989278
1930-12,69.49191369505738
1931-12,68.64520320702393
1932-12,68.3371935122121
1933-12,72.86594697645334
1934-12,73.27941112856544
1935-12,78.06999902861963
1936-12,79.41489504934907
1937-12,79.71761780681189
1938-12,78.46465293653384
1939-12,78.54968493492916
1940-12,81.73080632803105
1941-12,73.81588342928296
1942-12,68.50282682878371
1943-12,70.92297420081694
1944-12,80.30899578637265
1945-12,87.75004612093748
1946-12,106.50589550863114
1947-12,109.32967071418366
1948-12,101.22257950824536
1949-12,100.04660762637593
1950-12,105.89483934250828
1951-12,103.89866872416337
1952-12,103.97432747997286
1953-01,114.71330928920199
1953-02,115.14618970161406
1953-03,114.71330928920199
1953-04,114.97977458371813
1953-05,114.68187237243323
1953-06,114.25395493820773
1953-07,114.51843168574987
1953-08,114.2244593901547
1953-09,114.35620617145823
1953-10,113.93266466711948
1953-11,114.2244593901547
1953-12,114.2244593901547
1954-01,114.2244593901547
1954-02,114.35620617145823
1954-03,114.35620617145823
1954-04,114.65067005952096
1954-05,114.2244593901547
1954-06,114.35620617145823
1954-07,114.75144651536878
1954-08,115.01494007797584
1954-09,115.70857704968955
1954-10,115.57633867591846
1954-11,115.57633867591846
1954-12,116.14194250680451
1955-01,116.27467615538369
1955-02,115.87647520964606
1955-03,115.61100791248765
1955-04,114.94733966959164
1955-05,114.94733966959164
1955-06,115.47827426390846
1955-07,115.44410030214738
1955-08,116.10529217100276
1955-09,115.93716754710051
1955-10,115.805420765797
1955-11,115.54192720318994
1955-12,115.70857704968955
1956-01,115.44410030214738
1956-02,115.04738518083417
1956-03,114.65067005952096
1956-04,113.6974722649406
1956-05,113.40762934607285
1956-06,113.74639294476287
1956-07,113.82152580354028
1956-08,115.01735302268835
1956-09,114.46823901833315
1956-10,113.9231185703732
1956-11,113.66537395822303
1956-12,113.38194827058688
1957-01,113.76716440287652
1957-02,114.37998717891374
1957-03,113.96854837611187
1957-04,114.32220700208958
1957-05,114.29362645033903
1957-06,113.50852581346261
1957-07,112.70634541902118
1957-08,112.70634541902118
1957-09,113.08203323708454
1957-10,113.70817960052356
1957-11,113.30779868643724
1957-12,113.18301036189271
1958-01,112.51543645786073
1958-02,112.51543645786073
1958-03,112.71852048719914
1958-04,112.57374971852822
1958-05,112.81900843251195
1958-06,112.20586164755264
1958-07,111.81894488325074
1958-08,112.08323229056077
1958-09,111.7153442195852
1958-10,111.59271486259333
1958-11,111.45232539183023
1958-12,111.96060293356891
1959-01,111.33011889469006
1959-02,111.59271486259333
1959-03,111.59271486259333
1959-04,111.20791239754989
1959-05,111.69673838611055
1959-06,111.31290079715484
1959-07,110.56758383376754
1959-08,110.44621436742969
1959-09,110.31117530249408
1959-10,110.53868634178234
1959-11,110.65923016549202
1959-12,110.17705487065328
1960-01,110.91595148288056
1960-02,110.53868634178234
1960-03,110.53868634178234
1960-04,110.16397893045425
1960-05,109.92370852929734
1960-06,109.31288597230207
1960-07,109.31288597230207
1960-08,109.79180332595946
1960-09,110.27072067961687
1960-10,109.88742608616958
1960-11,109.53064872874695
1960-12,109.53064872874695
1961-01,109.53064872874695
1961-02,109.29279715713189
1961-03,109.53064872874695
1961-04,109.05494558551679
1961-05,109.41172294293942
1961-06,109.29279715713189
1961-07,108.91857735112414
1961-08,109.40138157026048
1961-09,109.03671029835962
1961-10,109.03671029835962
1961-11,109.6273750345371
1961-12,109.8636409290081
1962-01,109.98177387624358
1962-02,109.38090496522184
1962-03,109.38090496522184
1962-04,109.01871653818469
1962-05,109.60546958736761
1962-06,109.72282019720417
1962-07,109.36069867840152
1962-08,109.36069867840152
1962-09,108.88438097166124
1962-10,108.65122383895961
1962-11,108.7678024053104
1962-12,108.7678024053104
1963-01,108.88438097166124
1963-02,108.88438097166124
1963-03,109.1083647089779
1963-04,109.57315007515031
1963-05,109.3407573920641
1963-06,108.98343465548874
1963-07,108.8593184785695
1963-08,108.8593184785695
1963-09,108.8593184785695
1963-10,108.50587913285989
1963-11,109.19626648683355
1963-12,109.30164923827613
1964-01,109.30164923827613
1964-02,109.64572578362221
1964-03,109.64572578362221
1964-04,109.30164923827613
1964-05,108.842880511148
1964-06,108.83474106598929
1964-07,108.71269935304815
1964-08,109.40635210099973
1964-09,109.39642702193521
1964-10,109.6243362448976
1964-11,109.61374430985607
1964-12,109.61374430985607
1965-01,110.29528054390701
1965-02,110.29528054390701
1965-03,109.60322005491065
1965-04,109.02843346766161
1965-05,108.91556759450668
1965-06,108.22622855909839
1965-07,108.4505316234696
1965-08,108.4505316234696
1965-09,108.4505316234696
1965-10,108.77920283293464
1965-11,109.33819154225084
1965-12,109.32869928114924
1966-01,109.66303781106103
1966-02,108.75614454867534
1966-03,108.41734036005018
1966-04,107.85574656268346
1966-05,108.07518856993205
1966-06,107.96038789021407
1966-07,107.73724787876921
1966-08,106.75316791464233
1966-09,106.75316791464233
1966-10,106.53509253729679
1966-11,106.53509253729679
1966-12,106.96597258800375
1967-01,106.96597258800375
1967-02,106.96597258800375
1967-03,105.89007815835971
1967-04,105.99844510254165
1967-05,106.3196525119433
1967-06,106.21322643335279
1967-07,105.89522276139664
1967-08,106.21386181292645
1967-09,105.8977491289594
1967-10,106.0041639288218
1967-11,106.00509732699672
1967-12,106.21511008076146
1968-01,105.48821827920084
1968-02,105.69790015807227
1968-03,105.1830964598234
1968-04,104.87733164453321
1968-05,104.26516647306518
1968-06,104.48127235323534
1968-07,104.28871359098929
1968-08,104.29451627362056
1968-09,103.99738089962165
1968-10,104.11093451830521
1968-11,105.01818783900993
1968-12,105.62083789449392
1969-01,105.82190132977128
1969-02,105.72568797277044
1969-03,105.73062396617078
1969-04,105.24571662798428
1969-05,105.44339163959214
1969-06,105.15768909651223
1969-07,105.549220247364
1969-08,105.64916821682294
1969-09,106.12860192342228
1969-10,106.4146656062346
1969-11,106.31965251194329
1969-12,106.41365750974344
1970-01,107.16345927791112
1970-02,107.34554389583047
1970-03,107.34017273675254
1970-04,106.96401404231872
1970-05,107.51322374048841
1970-06,107.68975112678795
1970-07,107.4101104864248
1970-08,108.4096969630328
1970-09,108.94148067762896
1970-10,108.92817190521431
1970-11,109.00449222184083
1970-12,109.08004550010935
1971-01,109.34718030541575
1971-02,108.80666192742734
1971-03,108.53464527260878
1971-04,108.61750036340676
1971-05,108.86991712968222
1971-06,109.20023423024719
1971-07,109.10608075140456
1971-08,109.18611373162807
1971-09,109.44670111523575
1971-10,109.52570560317552
1971-11,110.39220643864367
1971-12,110.11370337206131
1972-01,110.4586170866175
1972-02,110.18114110196547
1972-03,109.82939949502678
1972-04,109.73554496212621
1972-05,109.81252571145426
1972-06,110.22908817585167
1972-07,110.80250182231167
1972-08,110.96058972476622
1972-09,110.61284513119043
1972-10,110.00607072354734
1972-11,109.83020707601692
1972-12,109.65517102212195
1973-01,109.14818786828609
1973-02,108.38491382724911
1973-03,107.46551481769175
1973-04,106.72607320197369
1973-05,106.23892384640652
1973-06,105.75838737801902
1973-07,105.4396553880672
1973-08,104.5122969999147
1973-09,104.67310922082913
1973-10,104.53211449456413
1973-11,104.31216451970616
1973-12,104.3252001560194
1974-01,104.26626866514613
1974-02,103.76677949965085
1974-03,103.57639787948729
1974-04,103.51399501510035
1974-05,102.7464954659315
1974-06,102.48635891797527
1974-07,102.15869445142191
1974-08,101.85422710644168
1974-09,101.62701962768757
1974-10,101.46487385842991
1974-11,101.43376556802876
1974-12,102.22255607603026
1975-01,103.77482391613171
1975-02,103.15126127042295
1975-03,103.00340784217612
1975-04,102.76364068387636
1975-05,102.48580005467866
1975-06,101.66908422852086
1975-07,101.1160330516043
1975-08,101.54060400692639
1975-09,101.98593170343352
1975-10,102.14187467382833
1975-11,102.09179210602935
1975-12,102.06702153871254
1976-01,102.36065360327096
1976-02,102.24685581695144
1976-03,102.92902396644935
1976-04,103.53849399564861
1976-05,103.96055328847304
1976-06,103.70530194295506
1976-07,104.03731732124704
1976-08,104.17947457442513
1976-09,104.56441670370398
1976-10,104.35892815120305
1976-11,104.78033671859542
1976-12,105.29159995173826
1977-01,105.63679605844884
1977-02,105.79893981410126
1977-03,106.58369894687993
1977-04,107.56419849198646
1977-05,108.34553683923802
1977-06,108.43528340083793
1977-07,109.01044512209356
1977-08,109.75553316211538
1977-09,110.84077244236565
1977-10,111.88422884691765
1977-11,112.49307733472575
1977-12,113.14034717142142
1978-01,113.54260252195681
1978-02,114.08261716230788
1978-03,114.75902182859295
1978-04,115.35117282642274
1978-05,115.85059098656868
1978-06,116.32973794105219
1978-07,117.06958009679072
1978-08,118.07740242920467
1978-09,118.42517549585804
1978-10,118.51103512733725
1978-11,119.22800965483843
1978-12,120.09982074631534
1979-01,120.62058938360852
1979-02,120.71666010811084
1979-03,121.10010234782128
1979-04,121.28568323834055
1979-05,121.3211624184684
1979-06,121.49993368837356
1979-07,121.51380008958013
1979-08,121.57026427936815
1979-09,121.28192929854804
1979-10,121.37558289155224
1979-11,121.11601556110107
1979-12,120.57528778811228
1980-01,119.47831097392528
1980-02,118.49870403515182
1980-03,117.7198458944635
1980-04,117.50548709365822
1980-05,117.18026811320377
1980-06,116.60878563701206
1980-07,117.4186227735002
1980-08,117.25614533290218
1980-09,116.83686881866356
1980-10,116.19639185558307
1980-11,115.70305354314792
1980-12,115.08917812759019
1981-01,114.52471373615464
1981-02,113.81461836442314
1981-03,113.71513482951607
1981-04,113.95320002945373
1981-05,113.84885546660756
1981-06,113.57334282910115
1981-07,112.91277456553712
1981-08,112.63136988179674
1981-09,111.7526499775874
1981-10,111.65997051679855
1981-11,111.309318731038
1981-12,111.04512854065864
1982-01,110.76673584245944
1982-02,110.5941548884581
1982-03,110.64778634964634
1982-04,110.32345738099399
1982-05,109.4277286103453
1982-06,108.06736579424545
1982-07,107.48464444904225
1982-08,107.21862233343604
1982-09,107.03674098068697
1982-10,106.70756587643751
1982-11,106.93188661117794
1982-12,107.55209674356571
1983-01,107.69315110206618
1983-02,108.14266855172053
1983-03,108.59290783953263
1983-04,108.37751268683179
1983-05,108.26340685118474
1983-06,108.46600305163798
1983-07,108.64856367615884
1983-08,108.80374674095616
1983-09,108.55249000699327
1983-10,108.4355556354859
1983-11,108.36926111858165
1983-12,108.54532674802266
1984-01,108.22327295369459
1984-02,108.04170920443974
1984-03,108.32119555712556
1984-04,108.39981368186854
1984-05,108.76819982418536
1984-06,109.07874313960872
1984-07,109.25980560000077
1984-08,109.36372118132397
1984-09,109.16288205251128
1984-10,109.05304783361561
1984-11,109.06930408760162
1984-12,109.30705180214751
1985-01,109.47707603963138
1985-02,109.4552348418724
1985-03,109.66515538208344
1985-04,109.8908189771222
1985-05,110.3167121324288
1985-06,110.80258751025123
1985-07,111.38899462334369
1985-08,111.9514363177395
1985-09,112.36246765045416
1985-10,112.5808699289465
1985-11,112.88348733505471
1985-12,113.17465519716364
1986-01,113.54427369749774
1986-02,114.52936038123654
1986-03,115.92298858062874
1986-04,117.20633946290032
1986-05,117.99360127197012
1986-06,118.51560729211077
1986-07,119.69392404721619
1986-08,120.51143405607695
1986-09,120.85587928158387
1986-10,121.42334047116407
1986-11,121.91806170483585
1986-12,122.70622133763105
1987-01,121.87834224784824
1987-02,122.20446587120534
1987-03,122.4048511516735
1987-04,122.81447529978483
1987-05,123.57053562833684
1987-06,124.28558225137502
1987-07,125.02121762634026
1987-08,125.37452322966756
1987-09,125.59477408868844
1987-10,125.78211216326902
1987-11,125.69686810070542
1987-12,125.94378989926814
1988-01,125.9465795462045
1988-02,126.34029416856093
1988-03,126.76284471615476
1988-04,126.8509412166889
1988-05,127.65113911047794
1988-06,128.29996225652917
1988-07,128.87140127646148
1988-08,129.22321822566207
1988-09,129.37599663597916
1988-10,129.38501261012175
1988-11,129.38334369524375
1988-12,129.33050218863087
1989-01,129.39281145680414
1989-02,129.58209080346458
1989-03,129.71637852111908
1989-04,129.5605942094219
1989-05,129.6692477140633
1989-06,129.9396529421037
1989-07,130.11249995085817
1989-08,130.50776023792233
1989-09,130.4483782369614
1989-10,129.93804311751342
1989-11,129.47784426902618
1989-12,129.02898579482144
1990-01,127.86304919874708
1990-02,127.46344192608454
1990-03,127.20502049159396
1990-04,127.31882893074527
1990-05,127.54731806411246
1990-06,127.1045574297685
1990-07,126.60995137433427
1990-08,125.4205412831121
1990-09,124.16668497444161
1990-10,122.82275324142479
1990-11,121.70109504991574
1990-12,120.59841416638216
1991-01,119.45647407003679
1991-02,118.92062015545773
1991-03,118.74204168266613
1991-04,118.76061857900909
1991-05,119.03438136023838
1991-06,119.44398243758647
1991-07,119.68150883836614
1991-08,119.44957376137374
1991-09,119.07282655251157
1991-10,118.45673263575715
1991-11,117.53901266278721
1991-12,116.91055972917177
1992-01,116.60267548662324
1992-02,116.28112319282877
1992-03,116.10665296784529
1992-04,116.26328106091057
1992-05,116.49853175728957
1992-06,116.47763037090267
1992-07,116.31129020295988
1992-08,116.09372777993883
1992-09,115.69138761327318
1992-10,115.15491083619324
1992-11,114.80227514063363
1992-12,114.47025923722244
1993-01,113.9665183942815
1993-02,113.62636473686248
1993-03,113.54954248477816
1993-04,113.56656292678775
1993-05,113.79814708747058
1993-06,114.43676603583971
1993-07,114.82237626448354
1993-08,114.94640003026245
1993-09,114.88628777479592
1993-10,114.37335110014459
1993-11,114.05708123555547
1993-12,113.74165540856072
1994-01,113.86542534070682
1994-02,113.56366671244217
1994-03,113.46484868447864
1994-04,113.897185900261
1994-05,114.39777573743271
1994-06,114.79848316088284
1994-07,114.9313509533419
1994-08,114.83026204634166
1994-09,114.63376933947978
1994-10,114.5042815011393
1994-11,114.00796829334718
1994-12,113.65095223118308
1995-01,113.27528488612506
1995-02,112.92702027125667
1995-03,112.8241265205065
1995-04,112.78796218203964
1995-05,113.01509043735021
1995-06,113.32100102245374
1995-07,113.65130936958565
1995-08,113.76688079972517
1995-09,113.73514425510108
1995-10,113.42211222616457
1995-11,113.14146621209206
1995-12,112.83248121563572
1996-01,112.1291871895502
1996-02,111.87368013654248
1996-03,111.87836895966392
1996-04,112.07610586109399
1996-05,112.51084005639642
1996-06,112.90176590925182
1996-07,113.18807502624801
1996-08,113.35168934656824
1996-09,113.06794698414201
1996-10,112.61363518938626
1996-11,112.16084375946849
1996-12,111.79048354216985
1997-01,111.633545341018
1997-02,111.51321308905244
1997-03,111.86202451404371
1997-04,112.3382975252308
1997-05,113.06171987027177
1997-06,113.56009345301952
1997-07,114.00685295915316
1997-08,114.13262097136689
1997-09,114.0608575396525
1997-10,113.97824870030739
1997-11,114.13238009631606
1997-12,114.34623188435818
1998-01,114.61928849263359
1998-02,114.89543835649157
1998-03,115.55819802975074
1998-04,116.31011984770886
1998-05,117.09307400737345
1998-06,118.02222572161774
1998-07,118.60100016935363
1998-08,119.1689753989625
1998-09,119.54690473304112
1998-10,119.57618857786046
1998-11,119.68749071978434
1998-12,119.78914605338029
1999-01,119.92018022355363
1999-02,120.264235791639
1999-03,121.00563391212327
1999-04,121.26267710713229
1999-05,122.37669147545897
1999-06,123.66385403365828
1999-07,124.20396852143075
1999-08,124.80543164859783
1999-09,124.92210152418787
1999-10,125.24789161382157
1999-11,125.42577824816414
1999-12,125.62579878916733
2000-01,125.82982573901684
2000-02,126.02723275086431
2000-03,126.40521241900933
2000-04,127.81918350351059
2000-05,129.03987248140936
2000-06,129.71689685089888
2000-07,130.41080808725602
2000-08,131.39762867776514
2000-09,131.468650911696
2000-10,131.9682836457233
2000-11,132.4295083631622
2000-12,132.73617012801222
2001-01,132.49343365561415
2001-02,132.7103621873616
2001-03,133.54470315728398
2001-04,134.34771386855087
2001-05,134.81319952687312
2001-06,135.79247194000612
2001-07,137.16771580353065
2001-08,138.08155881411045
2001-09,138.11059417979672
2001-10,138.75850946360725
2001-11,139.02510971407267
2001-12,139.36526207075931
2002-01,139.58672977680712
2002-02,139.92593388161333
2002-03,140.74294405903655
2002-04,141.6345831021334
2002-05,143.35072397983214
2002-06,145.10348631468838
2002-07,146.38349233286527
2002-08,147.20896842313505
2002-09,147.8648984520888
2002-10,148.29326066618296
2002-11,148.64204936402362
2002-12,148.99203050725066
2003-01,148.9249296467481
2003-02,148.89582953545823
2003-03,149.79048210754058
2003-04,151.73496143912982
2003-05,153.55739925511955
2003-06,155.00222696995257
2003-07,156.14499874172247
2003-08,156.990908944867
2003-09,157.76066403914893
2003-10,158.96707836252045
2003-11,159.78969392630387
2003-12,160.3500710281975
2004-01,160.89417285300559
2004-02,162.05904099393888
2004-03,164.04782078121053
2004-04,166.17241220712066
2004-05,167.90423188837968
2004-06,169.74501710969284
2004-07,171.61467536215022
2004-08,173.1869992910274
2004-09,174.09189120106177
2004-10,174.5081054768509
2004-11,175.02011653189666
2004-12,176.3247440577287
2005-01,178.04006828043728
2005-02,179.28724399175664
2005-03,181.5619264401645
2005-04,183.6643233408518
2005-05,186.55961009213488
2005-06,189.1819845855362
2005-07,190.29286123939823
2005-08,191.11204101879238
2005-09,190.3242086348589
2005-10,191.2582611088787
2005-11,193.21413589122054
2005-12,193.68084449505525
2006-01,193.28534796160685
2006-02,193.9074170916108
2006-03,194.94848926836463
2006-04,194.93031466158948
2006-05,195.1228962037187
2006-06,194.8167890394676
2006-07,193.82360681056255
2006-08,192.7554698389744
2006-09,193.48954928411186
2006-10,194.2001203067921
2006-11,193.658938981492
2006-12,192.18841780640557
2007-01,191.3349556872553
2007-02,190.33811070132623
2007-03,189.0649657324621
2007-04,188.43416253157866
2007-05,187.4040744738607
2007-06,186.61728835022856
2007-07,185.7242900219135
2007-08,184.88845166122886
2007-09,182.9723795974957
2007-10,180.78874351124284
2007-11,176.9863611363127
2007-12,174.63726233950598
2008-01,171.76811660585523
2008-02,169.46477213372563
2008-03,167.57610526203754
2008-04,166.61163856038186
2008-05,165.33158209131375
2008-06,163.14302961671174
2008-07,161.18473543521313
2008-08,160.02617900632342
2008-09,157.5876377384296
2008-10,156.2546472227002
2008-11,155.98086228588653
2008-12,153.7215692638656
2009-01,150.13504821537248
2009-02,147.84247670104205
2009-03,146.88280680739052
2009-04,147.1646797149214
2009-05,148.17549144509468
2009-06,148.56948264697223
2009-07,149.55824463623625
2009-08,148.97903509604492
2009-09,147.6635940058753
2009-10,146.1954047417988
2009-11,145.07497262391013
2009-12,143.75085240092048
2010-01,142.03070450428288
2010-02,140.25612743780601
2010-03,140.74088615703948
2010-04,142.47818944181054
2010-05,144.15522894520663
2010-06,144.8688419723759
2010-07,144.46149409370838
2010-08,143.140198425905
2010-09,141.13407436768696
2010-10,139.20592082515185
2010-11,137.58419206436244
2010-12,135.88492049006993
2011-01,133.9133386111283
2011-02,132.23237092867322
2011-03,131.60144633335497
2011-04,132.2889476913015
2011-05,133.32207318303458
2011-06,134.50848915284917
2011-07,134.53410386473035
2011-08,133.58721006512062
2011-09,131.7775627162218
2011-10,130.0360784720823
2011-11,128.1607818703531
2011-12,126.7249567347363
2012-01,125.44568143345315
2012-02,125.01764474606789
2012-03,126.49566512842874
2012-04,128.71007350826272
2012-05,131.37804447664425
2012-06,133.4638947928058
2012-07,134.46259839336636
2012-08,134.07787564398845
2012-09,133.12120701581202
2012-10,132.40450176446484
2012-11,132.61985885585366
2012-12,132.5511566432958
2013-01,132.69646033388406
2013-02,132.75626291455924
2013-03,135.69762741222715
2013-04,138.7469347944546
2013-05,141.34533026407118
2013-06,143.36409245679624
2013-07,144.78532449882204
2013-08,145.45155917778612
2013-09,145.65033359971827
2013-10,145.46484121815652
2013-11,145.02048775301174
2013-12,144.56270988585086
2014-01,144.29369267599665
2014-02,144.58994765173367
2014-03,145.48396279766175
2014-04,146.81682927188484
2014-05,148.08004564510998
2014-06,149.25768960872196
2014-07,149.91959349729117
2014-08,150.22617718073423
2014-09,150.02793864368815
2014-10,149.76065320325998
2014-11,149.81660438308245
2014-12,150.10252386098625
2015-01,150.874282479694
2015-02,150.83862042959447
2015-03,151.7486827733409
2015-04,153.28517385671984
2015-05,154.47119016939695
2015-06,155.4781106527648
2015-07,156.16709202741714
2015-08,156.5642151597831
2015-09,157.0137729824507
2015-10,156.86483687603697
2015-11,156.76179884285014
2015-12,156.90729050563075
2016-01,156.9075450924511
2016-02,157.3354703908609
2016-03,158.02401559206535
2016-04,159.10746047337906
2016-05,160.37467663009124
2016-06,161.32565890831086
2016-07,162.3873722650922
2016-08,162.65265767825437
2016-09,162.4832579143811
2016-10,162.16959246831107
2016-11,162.16610951101086
2016-12,161.90788269123354
2017-01,161.47539769718105
2017-02,161.5381686423823
2017-03,162.93172588388362
2017-04,164.48874344329727
2017-05,166.3605246545608
2017-06,167.7607260159206
2017-07,168.79254429140454
2017-08,168.87091420559585
2017-09,168.41926434276544
2017-10,168.51686886452808
2017-11,168.3820392033226
2017-12,168.36759141611353
2018-01,167.96220598257486
2018-02,168.16823600060448
2018-03,169.49713124985473
2018-04,170.85500715502644
2018-05,171.98592624048425
2018-06,173.10428638912558
2018-07,173.73358731193625
2018-08,173.75946543699774
2018-09,173.46161406191203
2018-10,173.03087039485064
2018-11,172.95035608472742
2018-12,172.67794976164706
2019-01,172.3148336925003
2019-02,172.05402997768033
2019-03,172.4125178329315
2019-04,173.40743487938065
2019-05,174.686599750368
2019-06,175.69558437325261
2019-07,175.95320305568652
2019-08,176.06010794892094
2019-09,175.9217669626665
2019-10,175.51318655249676
2019-11,175.29755287872948
2019-12,175.08237512864335
2020-01,174.9305488245993
2020-02,175.3854866660957
2020-03,177.5905134587696
2020-04,180.73027924119435
2020-05,181.8774440135717
2020-06,182.074688459367
2020-07,182.58528193509864
2020-08,183.891134474486
2020-09,185.71811805692494
2020-10,188.07281830047137
2020-11,189.85995955922
2020-12,190.91685694914258
2021-01,192.13801580217816
2021-02,193.54102394805736
2021-03,196.3365461267328
2021-04,199.56332781500214
2021-05,202.63770917549144
2021-06,205.37684189465526
2021-07,207.83845354911773
2021-08,209.70135162130347
2021-09,210.90514291112683
2021-10,210.79862267511092
2021-11,211.14988649627085
2021-12,211.8990629440359
2022-01,213.0835429086193
2022-02,215.33349220350178
2022-03,218.51505862118225
2022-04,222.73222616945534
2022-05,224.0748175863357
2022-06,222.43824406657023
2022-07,221.6197460945725
2022-08,218.8568340559782
2022-09,215.77710706963722
2022-10,213.69315209225172
